HP_ID,info
HP:0032170,"an unusually severe form of varicella zoster virus infection. in the majority of the cases, especially in children, varicella is a very mild infection characterised by skin lesions, low grade fever and malaise. severe infection is characterized by manifestions including vzv pneumonia, hepatitis, meningitis, and disseminated varicella."
HP:5200003,an unusually strong interest in others in general or tendency to develop a strong interest in certain individuals.
HP:0002025,anal stenosis in adults
HP:0012193,anaplastic large-cell lymphoma with cd30 positivity
HP:0100859,aneurismal dilatation of superior mesenteric artery
HP:0100519,aneury
HP:0025148,angiographic evidence of dark choroid
HP:0006772,angiomyolipoma of the kidney
HP:0000526,aniridia-like phenotype
HP:0004823,anisopoikilocytosis detected
HP:0100252,ankh-related diaphyseal dysplasia
HP:0011448,ankle clonus sign
HP:0100752,anomalous liver lobulation formation
HP:0031153,anomalous membranous vitreous
HP:0012807,anomaly: high insertion of columella
HP:0011501,anterior lenticonus developmental abnormality
HP:0010626,anterior pituitary agenesis causes
HP:0010626,anterior pituitary agenesis diagnosis
HP:0010626,anterior pituitary agenesis management
HP:0010626,anterior pituitary agenesis pathology
HP:0010626,anterior pituitary agenesis prognosis
HP:0010626,anterior pituitary agenesis symptoms
HP:0010626,anterior pituitary agenesis treatment
HP:0008213,anterior pituitary gonadotropin deficiency
HP:0010697,anterior pyramidal cataract characterized by apex pointing forward
HP:0030855,anterior staphyloma formation
HP:0031173,anterior tibial spur
HP:0004611,anteriorly concave thoracic vertebrae
HP:0002023,anus absent since birth
HP:0040212,anxious risus sardonicus
HP:4000056,"any abnormality of programmed cell death , which is defined as the orchestrated collapse of a cell characterised by membrane blebbing, cell shrinkage, condensation of chromatin, and fragmentation of dna followed by rapid engulfment of the corpse by neighbouring cells. apoptosis is distinguished from death by necrosis by the absence of an associated inflammatory response."
HP:0005106,"any abnormality of the vertebral end plates, which are the top and bottom portions of the vertebral bodies that interface with the vertebral discs."
HP:0031263,"any anomolous structure of the renal corpuscle, which is the initial component of the nephron that filters blood. the renal corpuscle consists of a knot of capillaries that is surrounded by a double-walled capsule that opens into a renal tubule."
HP:0030389,"any deivation from the normal concentration in the blood circulation of a thromboxane. thromboxanes are derived from prostaglandin precursors in platelets, and stimulate aggregation of platelets and constriction of blood vessels."
HP:0033171,"any deviation from the normal range of the thickness of the tricpes skinfold, which quantifies the amount of subcutaneous fat when the skin is pinched by specialized calipers."
HP:0005579,any impairment of reabsorption of chloride by the kidney in order to not lose too much chloride in the urine.
HP:0032223,"any of the various types of human blood whose antigen characteristics determine compatibility in transfusion. while the abo and rhesus sytems are the most well known, there are in total about 300 different blood type antigens distributed across 34 different blood type systems."
HP:0030680,any structural anomaly of the heart and great vessels.
HP:0031941,"any structural anomaly of the portal venous sytem, which comprises all of the veins draining the abdominal part of the digestive tract, including the lower esophagus but excluding the lower anal canal. the portal vein conveys blood from viscera and ramifies like an artery at the liver, ending at the sinusoids. tributaries of the portal vein, which make up the portal venous system, are the splenic, superior mesenteric, left gastric, right gastric, paraumbilical, and cystic veins."
HP:0020201,"any structural anomaly of the sarcomere, which is unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent z discs."
HP:0020202,"any structural anomaly of the z disc, which is the platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."
HP:0010775,aortic arch vascular ring
HP:0031649,aortic catastrophe
HP:0031649,aortic emergency
HP:0011107,aphthous ulcers
HP:0008660,aplasia of proximal renal tubules  this phrase highlights the absence or underdevelopment of the proximal renal tubules a key characteristic of renotubular dysgenesis
HP:0001915,aplastic anemia syndrome
HP:0025303,"applied to a sign, symptom, or other manifestation that occurs multiple times at usually irregular intervals. the occurences are separated by an interval in which the sign, symptom, or manifestation is not present."
HP:0030530,arc-shaped blind spot in the visual field
HP:0004955,arterial tortuosity generalised
HP:0001667,asymmetric rv hypertrophy
HP:0004244,asymptomatic accessory scaphoid in many cases the presence of an accessory scaphoid does not cause any symptoms or issues
HP:0001747,asymptomatic accessory spleen
HP:0012461,asymptomatic bacteriuria
HP:0002907,asymptomatic microscopic hematuria
HP:0100107,asymptomatic pseudoepiphysis of the distal phalanx of the 2nd toe
HP:0002416,asymptomatic subependymal cysts
HP:0001667,athletic heart rvh
HP:0002578,atonic gastroparesis
HP:0012239,atransferrinemia condition
HP:0006699,atrial ectopic depolarizations
HP:0001073,atrophic cigarette-paper scars
HP:0005575,atypical hus with complement activation and endothelial damage
HP:0000710,atypical hyperorality
HP:0025310,atypical oval pupil appearance
HP:0007270,atypical petit mal seizures with longer recovery this term emphasizes the prolonged postictal recovery period often associated with atypical absence seizures
HP:0031655,atypical quadricuspid aortic valve
HP:0000448,atypically large nose
HP:0002519,auditory hypnagogic hallucinations
HP:0005168,augmented right atrial pressure
HP:0004844,autoagglutination observed in coombs-positive hemolytic anemia
HP:0001973,autoimmune idiopathic thrombocytopenic purpura
HP:0002578,autonomic gastroparesis
HP:0001271,autonomic polyneuropathy
HP:0001674,av canaltype heart disease
HP:5200111,avoids emotional intimacy
HP:0002419,axial mri showing molar tooth sign
HP:0006323,baby teeth falling out early
HP:0100523,bacterial liver abscess
HP:0000670,bacterial tooth decay
HP:0100311,bands of scar-like tisssue that hve formed within a cerebral ventricle.
HP:0031287,basal cell papilloma skin abnormalities
HP:0006999,basal ganglia gliosis on imaging
HP:0025039,basal ganglia oedema
HP:0040229,bdca-3 deficiency
HP:0000923,beaded ribs
HP:0000680,belated primary tooth appearance
HP:0030755,benign craniofacial teratoma
HP:0000965,benign cutis marmorata
HP:0031024,benign eccrine cylindroma
HP:0001407,benign liver cysts
HP:0025604,benign orbital schwannoma
HP:0007603,benign pigmented lesions freckles in sunexposed areas are benign pigmented lesions characterized by an increase in melanin production in the skin
HP:0004464,benign postauricular fistula
HP:0031287,benign seborrheic keratosis growths
HP:0002416,benign subependymal cysts
HP:0030743,bergmeister papilla persistence
HP:0030743,bergmeister papilla remnants
HP:0002744,bilateral cleft lip and palate
HP:5201014,"bilateral cleft lip in which the cleft lip on one side is complete , and the one on the other side is incomplete or microform .hp:0000005"
HP:0001776,bilateral clubfoot deformity
HP:0011650,bilateral ductus arteriosus patent
HP:0011650,bilateral ductus botalli persisting
HP:0002007,bilateral frontal bossing
HP:0000365,bilateral hearing impairment
HP:0005707,bilateral triphalangeal thumbs anomaly
HP:0003805,biopsy-identified rimmed vacuoles
HP:0006585,bipartite clavicle connection
HP:0007462,bitot's spots on the eye
HP:0025251,blackhead bumps
HP:0025251,blackhead follicles
HP:0025251,blackhead pores
HP:0025251,blackhead skin
HP:0005343,bladder hypoplasia in newbornsinfants
HP:0005343,bladder wall thickness in hypoplastic bladder
HP:0005506,blast phase chronic myeloid leukemia
HP:0040242,bleeding occuring within a muscle
HP:0005268,blighted ovum
HP:0030644,blind spot enlargment
HP:0030644,blind-spot enlargment
HP:0000618,blindness is the condition of lacking visual perception defined as visual perception below 3/60 and/or a visual field of no greater than 10 degrees in radius around central fixation.
HP:0002286,blond hair color
HP:0025085,bloody diarrhoea
HP:0025086,bloody mucoid diarrhoea
HP:0012133,bone marrow erythroid hypoplasia
HP:0005021,both elbows suffering dislocation
HP:0008513,both sides conductive hearing reduction
HP:0030771,boutonniere deformity
HP:0006739,Bowen's disease
HP:0005627,brachydactyly type d diagnosis
HP:0001799,brachyonychia
HP:0001343,brainstem lesions due to kernicterus
HP:0010619,breast fibroadenoma diagnosis
HP:0010619,breast fibroadenoma pathology
HP:0010619,breast fibroadenoma prognosis
HP:0010619,breast fibroadenoma surgery
HP:0010619,breast fibroadenoma treatment
HP:0000635,bright blue eyes
HP:0001169,broad hand width
HP:0003978,broken radius
HP:0030831,bronchial breathing with rhonchi
HP:0040318,brownish-red urine
HP:0005274,bulging tip of nose
HP:0008066,bulla located on the skin
HP:0010446,calcific tricuspid stenosis
HP:0006960,calcified choroid plexus tissue
HP:0010617,cardiac fibroma diagnosis
HP:0010617,cardiac fibroma management
HP:0010617,cardiac fibroma pathology
HP:0010617,cardiac fibroma prognosis
HP:0010617,cardiac fibroma treatment
HP:0001640,cardiac hypertrophy
HP:0003872,cartilaginous humeral exostoses
HP:0030709,caudal aganglionosis with myelocystocele
HP:0008486,caudal lumbar interpedicular narrowing
HP:0012721,cavernous venous malformation
HP:0002389,cavum septum pellucidum enlargement
HP:0012193,cd30-expressing anaplastic large-cell lymphoma
HP:0002608,"celiac disease is an autoimmune condition affecting the small intestine, triggered by the ingestion of gluten, the protein fraction of wheat, barley, and rye. clinical manifestations of cd are highly variable and include both gastrointestinal and non-gastrointestinal features. the hallmark of cd is an immune-mediated enteropathy. this term is included because the occurence of cd is seen as a feature of a number of other diseases."
HP:0008501,central cleft lip and palate
HP:0025581,central foveal hemorrhage
HP:0007750,central foveal hypoplasia emphasizing the underdevelopment of the central fovea specifically
HP:0030818,central nail canal formation
HP:0002529,central nervous system neuronal loss
HP:0025342,central retinal artery occlusion
HP:0006880,"cerebellar hemangioblastoma, cystic variant"
HP:0006880,"cerebellar hemangioblastoma, postsurgical follow-up required"
HP:0006880,"cerebellar hemangioblastoma, solid variant"
HP:0006880,"cerebellar hemangioblastoma, surgical candidate"
HP:0030915,cerebellar oedema
HP:0007001,cerebellar vermis purkinje cell loss
HP:0006855,cerebellar vermis wasting disease
HP:0002408,cerebral avm
HP:0100021,"cerebral palsy describes a group of permanent disorders of the development of movement and posture, causing activity limitation, that are attributed to nonprogressive disturbances that occurred in the developing fetal or infant brain. the motor disorders of cerebral palsy are often accompanied by disturbances of sensation, perception, cognition, communication, and behaviour, by epilepsy, and by secondary musculoskeletal problems."
HP:0025064,cerebral thalamic haemorrhage
HP:0030008,cervical agenesis congenital anomaly
HP:0030008,cervical agenesis congenital disorder
HP:0030158,cervical ectropion condition
HP:0012889,cervical endometriosis implant
HP:0100594,cervical esophageal web
HP:0000891,cervical ribs present
HP:0008459,cervical vertebral agenesis syndrome
HP:0100718,cessation of labor due to uterine rupture
HP:0003093,challenged gait due to limited hip extension
HP:0003551,challenges ascending stairs
HP:0100755,changes in oral secretions
HP:0005627,characteristic brachydactyly type d features
HP:0011444,characteristic posture of decorticate rigidity
HP:0012407,characteristic scissor gait
HP:0100768,chemotherapy-sensitive choriocarcinoma
HP:0025272,chloasma faciei
HP:0003113,chloride deficiency in blood
HP:0010762,chondroid chordoma
HP:0006446,chondromalacia patellae with dysplasia chondromalacia patellae is a condition characterized by the softening and degeneration of the articular cartilage when it occurs with dysplastic patella it can exacerbate symptoms and complications
HP:0010762,chordoma with ecchondral ossification
HP:0100768,choriocarcinoma of the placenta
HP:0100768,choriocarcinoma syndrome
HP:0001139,choroideremia with atrophy
HP:0004754,chronic afib unable to convert to sinus rhythm
HP:0041063,chronic decreased cirulating igg2
HP:0005520,chronic dic
HP:0100686,chronic enthesitis
HP:0011132,chronic furunculosis of the skin
HP:0100829,chronic galactorrhea
HP:0006516,chronic hypersensitivity pneumonitis
HP:0004818,chronic intravascular hemolysis in pnh
HP:0005550,chronic lymphocytic leukemia
HP:0100732,chronic pancreatic fibrosis with functional impairment
HP:0012121,chronic panuveitis
HP:0005506,chronic phase chronic myeloid leukemia
HP:0010771,chronic pilonidal abscess
HP:0001058,chronic poor wound healing
HP:0012627,chronic pseudoexfoliation material accumulation in aqueous humor-bathed structures
HP:0012627,chronic pseudoexfoliation of anterior ocular structures
HP:0005505,chronic refractory anemia
HP:0040212,chronic risus sardonicus
HP:0005208,chronic secretory diarrhea
HP:0012168,chronic self-directed head-banging
HP:0003835,chronic shoulder subluxation
HP:0011110,chronic tonsillitis
HP:0100279,chronic ulcerative colitis
HP:0031088,chronic vaginal dryness
HP:0031358,chronic vegetative state
HP:0012055,ciliary body melanoma mass
HP:0031866,"clasp-knife phenomonen refers to increased muscle tone while bending or stretching a limb, whereby there is a sudden relaxation as the muscle continues to be streched. this phenomenon has been likened to opening a clasp knife."
HP:0004417,claudication symptoms
HP:0000635,clear blue eyes
HP:0031417,clear nasal discharge
HP:0031201,clear or dark granular casts
HP:5201004,cleft hard palate in which the cleft doe not goes through the entire length of the hard palate.
HP:5201003,cleft hard palate in which the cleft goes through the entire length of the hard palate.
HP:0002744,cleft lip and cleft palate affecting both sides of the face.
HP:0008501,cleft lip or palate affecting the midline region of the palate.
HP:0000652,cleft lower eyelid margin
HP:5201006,cleft soft palate in which the cleft doe not goes through the entire length of the soft palate.
HP:5201005,cleft soft palate in which the cleft goes through the entire length of the soft palate.
HP:0100335,clefting of the upper lip affecting the lateral portions of the upper lip rather than the midline/median region.
HP:0040224,clincial phenotype characterized by delayed bleeding accelerated break down of blood clot
HP:0006560,clinical manifestation of biliary hyperplasia
HP:0012317,clinical manifestation of sacroiliitis
HP:0002138,clinical presentation of subarachnoid hemorrhage
HP:0100617,clinical presentation of testicular seminoma
HP:0003153,clinical presentation: cystathioninuria
HP:0003150,clinical presentation: glutaric aciduria
HP:0030849,clinical sign of poor right heart function: hepatojugular reflux
HP:0005723,clinical significance: shoe-shaped sella turcica
HP:0006944,clinically confirmed abolished vibration sense
HP:0030404,clinically manifested glucagonoma
HP:0008031,clinically manifested posterior y-sutural cataract
HP:0100798,clinically significant fingernail dysplasia
HP:0002159,clinically significant heparan sulfate excretion in urine
HP:0002156,clinically significant homocystinuria
HP:0100721,clinically significant mediastinal lymphadenopathy
HP:0012312,clinically significant monocytopenia
HP:0040322,clinically significant purple urine
HP:0012621,cloacogenic bladder anomaly
HP:0030831,"coarse, vibratory rhonchi"
HP:0000965,cold-induced cutis marmorata
HP:0012425,colon ulcer from fecal impaction
HP:0012120,combined malonic and methylmalonic aciduria
HP:0033636,combined pre- and post-capillary pulmonary hypertension is a haemodynamic condition characterised by elevated mean pulmonary artery pressure and pulmonary artery wedge pressure and pulmonary vascular resistance .
HP:0011589,common origin of right brachiocephalic and left common carotid arteries
HP:0004563,compact spinal bone structure
HP:0001334,compensated communicating hydrocephalus
HP:0005520,compensated dic
HP:0012641,compensated intracranial hypotension
HP:0001950,compensated respiratory alkalosis
HP:0001950,compensatory respiratory alkalosis
HP:0011516,complete cone cell dysfunction
HP:0100801,complete pancreatic aplasia
HP:0002025,complex anal stenosis
HP:0011068,complex odontoma
HP:0010770,complex pilonidal fistula
HP:0010769,complex pilonidal sinus
HP:0005224,complex rectal abscess
HP:0011068,compound odontoma
HP:0100758,compromised limb circulation leading to gangrene
HP:0001598,concave nail plate
HP:0001598,concave spoon-shaped nails
HP:0034611,concentration of arabitol in the blood circulation above the upper limit of normal.
HP:0033444,concentration of dodecanoylcarnitine in the blood circulation above the upper limit of normal.
HP:0034858,concentration or activity of an enzyme as measured in leukocytes is above or below the limits of normal in the blood circulation.
HP:4000205,concentration or activity of beta-mannosidase as measured in cultured fibroblasts is below the limits of normal.
HP:0011233,conchal shelf overhang
HP:0011233,conchal shelf prominence
HP:0005021,concurrent bilateral elbow dislocations
HP:0011910,concurrent shortening of all finger bones
HP:0030637,cone dysfunction syndrome from birth
HP:0008729,congenital absence of labia majora
HP:0000198,congenital absence of parotid duct
HP:0005255,congenital absence of pectoralis minor muscle
HP:0000198,congenital absence of stensen duct
HP:0030008,congenital absence of the cervix.
HP:0012730,congenital absence of tongue
HP:0012730,congenital aglossia
HP:0002025,congenital anal stenosis
HP:0011501,congenital anterior lenticonus
HP:0001746,congenital asplenia
HP:0005359,congenital athymia
HP:0004977,congenital bilateral radial aplasia
HP:0030008,congenital cervical aplasia
HP:0030752,congenital dacryocystocele
HP:0004960,congenital defect with absent pulmonary artery
HP:0001491,congenital fibrosis extraocular muscles
HP:0100882,congenital fibrous hamartoma
HP:0100340,congenital fibular deviation of the 4th toe
HP:0006576,congenital hepatic vascular malformations
HP:0000912,congenital high scapula
HP:0005343,congenital hypoplastic bladder
HP:0012097,congenital intracranial dermoid cyst
HP:0012096,congenital intracranial epidermoid cyst
HP:0002688,congenital lack of frontal sinuses
HP:0005950,congenital laryngeal web
HP:0025486,congenital malformation: fused labia majora
HP:0002251,congenital megacolon
HP:0012119,congenital methemoglobinemia
HP:0006349,congenital missing teeth
HP:0030711,congenital obstructive hydrocolpos
HP:0001341,congenital olfactory lobe absence
HP:0001491,congenital ophthalmoplegia with multiple muscle restrictions
HP:0001491,congenital ophthalmoplegia with restricted eye movement
HP:0031622,congenital or acquired brown anomaly
HP:0010610,congenital palmar pits
HP:0000125,congenital pelvic kidney
HP:0000839,congenital pituitary dwarfism
HP:0010612,congenital plantar pits
HP:0002000,congenital short columella
HP:0008606,congenital supraauricular pit
HP:0002144,congenital tethered cord
HP:0005990,congenital thyroid hypoplasia
HP:0003990,congenital ulna deformity a birth defect resulting in an abnormally pointed ulna bone causing complications in bone alignment and movement
HP:0001537,congenital umbilical hernia
HP:0005254,congenital unilateral chest hypoplasia
HP:0000013,congenital uterine hypoplasia
HP:0011595,congenital vascular variation: left aortic arch with retroesophageal right subclavian artery
HP:4000074,consistent use of an unusual way of referring to something that is idiosyncratic to the individual.
HP:0008043,constricted retinal arterioles indicative of vasoconstriction
HP:0008043,constricted retinal arterioles on ophthalmoscopic examination
HP:0030763,constricting amniotic sheet
HP:0002563,constrictive pericarditis syndrome
HP:0011589,convergent origin of right brachiocephalic and left common carotid arteries
HP:0010541,convoluted scalp folds
HP:0011967,copper deficiency in circulation
HP:0001648,cor pulmonale syndrome
HP:0025311,corneal anterior chamber cyst
HP:0012039,corneal thinning with descemet membrane folds
HP:0003417,coronal clefts in vertebrae
HP:0005396,coronavirus 229e susceptibility
HP:0100036,cortical bone abnormality with remodeling response
HP:0004734,cortical microcysts in kidney
HP:0005564,corticomedullary differentiation loss
HP:0002105,coughing up blood clots
HP:0005743,coxa plana in children
HP:0005462,cranial calcification of falx cerebri
HP:0006888,cranial cavity abnormality with meningoencephalocele
HP:0100250,cranial meningeal calcification
HP:0006888,cranial meningoencephalocele
HP:0040197,craniocerebral encephalomalacia
HP:0100280,crohn's disease of the colon
HP:0100280,crohn's disease of the small intestine
HP:0034588,"crypt hyperplasia denotes elongation of the length of the crypts of lieberkuhn, a process that initially precedes villous atrophy. elongation may be caused by expansion of the lamina propria as a result of the proliferation of stromal cells, an influx of inflammatory cells and tissue remodelling."
HP:0032983,"ct finding of central ground-glass opacity surrounded by denser consolidation of crescentic shape or complete ring of at least 2 mm in thicknes. a rare sign, it was initially reported to be specific for cryptogenic organizing pneumonia, but was subsequently described in patients with paracoccidioidomycosis."
HP:0002138,ct or mri scan showing subarachnoid hemorrhage
HP:0031226,ct-evident perinephric fluid collection
HP:0012315,cutaneous histiocytoma
HP:0025300,cutaneous manifestation: malar rash
HP:0012192,cutaneous t-cell lymphoma staging
HP:0000965,cutis marmorata reaction
HP:0000965,cutis marmorata-like pattern
HP:0001062,cyanotic discoloration of digits
HP:0031024,cylindroma of the skin
HP:0003131,cystine crystals in urine
HP:0003131,cystinuria diagnosis
HP:0011505,cystoid macular oedema
HP:0003805,cytoplasmic rimmed vacuoles
HP:0012321,d-2-hydroxyglutaric aciduria type ii
HP:0031348,d-tga anatomical variant
HP:0100842,de morsier's disorder
HP:0100842,de morsier's septo-optic dysplasia
HP:0100842,de morsier's syndrome
HP:0012128,death of cells in the basal ganglia.
HP:0003145,decreased adenosylcobalamin
HP:0001976,decreased antithrombiniii concentration
HP:5200221,decreased comfort with casual physical contact
HP:0003145,decreased concentration of adenosylcobalamin. adenosylcobalamin is one of the active forms of vitamin b12.
HP:0003223,decreased concentration of methylcobalamin. methylcobalamin is a form of vitamin b12.
HP:5200328,decreased emotional expression
HP:5200213,decreased emotional expression during interactions may include a lack of personal emotion sharing or empathy toward others.
HP:5200213,decreased emotional vulnerability
HP:0005327,decreased facial movement
HP:0020062,decreased hgb concentration
HP:0003184,decreased hip abduction range
HP:0002850,decreased igm synthesis
HP:0031100,decreased inhibin b level
HP:5200316,decreased interpersonal communication
HP:0033160,decreased level of guanosine in urine. guanosine is a purine nucleoside in which guanine is attached to ribofuranose via a beta-n -glycosidic bond.
HP:0033159,decreased level of inosine in urine. inosine is a purine nucleoside in which hypoxanthine is attached to ribofuranose via a beta-n -glycosidic bond.
HP:0040142,decreased level of the reaction 5-oxo-l-proline + atp + 2 h o = l-glutamate + adp + 2 h + phosphate.
HP:0003402,decreased mepp size
HP:5200220,"decreased mirroring or reflection of facial expressions in another person during social interactions, compared to the person's normal behavior."
HP:0003658,decreased plasma methionine concentration
HP:0003138,decreased renal perfusion
HP:4000084,decreased sharing of interests with others appropriate to culture and developmental level.
HP:5200310,decreased social interactions
HP:0002902,decreased sodium concentration in the blood
HP:0000224,decreased taste discrimination
HP:0008237,decreased thyroid hormone levels due to hypothalamic hypothyroidism
HP:0003359,decreased urinary sulfate excretion
HP:0012147,decreased von willebrand factor quantity
HP:0005876,decreasing range of motion  this phrase is often used to describe the loss of flexibility and stiffening of the joints that occurs in progressive flexion contractures
HP:0010762,dedifferentiated chordoma
HP:0004681,deep foot crease
HP:0000607,deep periorbital rhytids
HP:0003655,deficient n-acetylglucosaminyltransferase ii activity
HP:5200128,deficit applying language skills across context
HP:0034694,degeneration and loss of neruons in the substantia nigra of the brain.
HP:0008480,degenerative cervical spondylosis
HP:5200135,delay in the acquisition of play skills
HP:0032989,delayed ahcievement of the ability to roll front to back and back to front.
HP:0008967,delayed exercise-induced muscle stiffness
HP:0003010,delayed hemostasis
HP:0008788,delayed maturation fo pubic bone
HP:0003840,delayed maturation fo the end part of the upper limb bone
HP:0006579,delayed resolution of neonatal jaundice
HP:0008639,delayed sexual maturation due to gonadal hypoplasia
HP:0011412,"delivery of newborn by means of a ventouse, a vacuum device used to assist the delivery of a baby when the second stage of labour has not progressed adequately."
HP:0003890,deltoid tuberosities with hypertrophy
HP:0003890,deltoid tuberosities with increased projection
HP:0011232,dennie-morgan fold present
HP:0002461,dense calcifications in the cerebellar dentate nucleus
HP:0000574,dense eyebrow hair
HP:0004563,dense spinal bone structure
HP:0005671,deposition of calcium salts on both sides of the brain.
HP:0033603,"deposits located between the outer aspect of the glomerular basement membrane and the visceral epithelial cell, with varying degrees of incorporation into the gbm. this feature may be associated with a prominent gbm reflecting an diffuse and relativly uniform increase in thickness ."
HP:0033398,deposits of hyalinized collagen fibres in the parietal pleura .
HP:0100832,"deposits of various size, shape, consistency, refractive index, and motility within the eye's vitreous humour, which is normally transparent."
HP:0031357,dermal glomeruloid hemangioma
HP:0012315,dermal histiocytoma
HP:0031549,dermal lymphocytic infiltration with sarcoid-like granulomas
HP:0025272,dermal melasma
HP:0025509,dermatologic manifestation of piezogenic pedal papules
HP:0003765,dermatological condition characterized by psoriasiform dermatitis
HP:0100847,dermatosis characterized by palmoplantar pustules
HP:0000654,descreased amplitude of eletrical response upon electroretinography.
HP:0012127,detectable uraciluria in 24-hour urine collection
HP:0008007,developmental anomaly of the anterior chamber angle this term refers to the abnormal development of the eyes drainage system leading to pcg
HP:0008239,developmental anomaly: small adrenal medulla
HP:0005311,developmental defect with absent lung vessels
HP:0003304,developmental or acquired spondylolysis
HP:0011502,developmental posterior lenticonus
HP:0032974,"deviation from the commonly in healthy people observe cellular distribution. normal ranghes are macrophages over 80%, lymphocytes less than 15%, neutrophils less than 3%, eosinophils less than 0.5%, mast cells less than 0.5%."
HP:0003076,diabetic glycosuria
HP:0001325,diabetic hypoglycemic coma
HP:0002036,diaphragmatic stomach hernia
HP:0005019,diaphyseal thickening
HP:0100695,diet- and exercise-resistant lipedema
HP:5200122,difficulty communicating ones emotions
HP:0031352,difficulty in breathing due to chest tightness
HP:0000735,"difficulty interacting with others through emotional, physical, or verbal communication."
HP:0002421,difficulty to maintain correct position of the head while standing or sitting.
HP:0011516,difficulty with normal light intensity vision
HP:0033006,"diffuse alveolar damage describes a comon histologic injury pattern of the lung. the early stages are characterized by epithelial cell necrosis and sloughing, fibrous exsudate, edema, and hyaline membranes made of surfactant and proteins, filling the alveoli. this results in impaired gas exchange. in later stages, type ii cells and myofibroblasts proliferate within the interstitium and airspaces. the corresponding clinical entity is acute respiratory distress syndrome . dad may result from pulmonary drug toxicity, occurs in immunosuppressed, severe viral infections, acute interstial pneumonitis and crack cocaine inhalation."
HP:0005942,"diffuse filling of the distal airsspaces of the lungs, the alveoli, with macrophages. desquamative interstitial pneumonitis is characterized additionally by thickend alveolar septa and by a sparse inflammatory infiltrate that often includes plasma cells and occasional eosinophils. the alveoli are lined by plump cuboidal pneumocytes. lymphoid aggregates may be present."
HP:0031329,diffuse interstitial cardiac fibrosis
HP:0001271,diffuse peripheral nerve disease
HP:0012276,digital trigger finger
HP:0030745,dilated ductus arteriosus aneurysm
HP:0012520,dilated virchow-robin spaces on mri
HP:0034690,"diminished activbity of the enzyme short-chain acyl-coa dehydrogenase , a key enzyme of fatty acid beta-oxidation that catalyses the first step in mitochondrial beta-oxidation of fatty acids."
HP:0011916,diminished ankle reflexes
HP:0034322,diminished enzyme activity of galactocerebrosidase.
HP:0100644  ,discolored fingernails
HP:0011553,discordant atrioventricular connection anatomy
HP:0011553,discordant atrioventricular connection morphology
HP:0011553,discordant atrioventricular connection pattern
HP:0006153,disharmonious carpal bone
HP:0006153,disharmonious wrist bone
HP:0008826,dislocated head of thigh bone
HP:0003994,dislocated wrist bones
HP:0002280,disproportionately large cisterna magna
HP:0030866,disproportionately large knee
HP:0002831,disproportionately long coccyx
HP:0001833,disproportionately long feet
HP:0011302,disproportionately long palm
HP:0001885,disproportionately short second toe
HP:0030033,disproportionately small finger
HP:0000054,disproportionately small penis
HP:0005537,disproportionately small platelets
HP:0030031,disproportionately small toe
HP:0001769,disproportionately wide foot
HP:0012810,disproportionately wide nasal base
HP:0012811,disproportionately wide nasal dorsum
HP:0001169,disproportionately wide palm
HP:0004031,disproportionately wide radial diaphysis
HP:0045079,distal femoral metaphyseal irregularity on x-ray
HP:0100279,distal rectal ulcerative colitis
HP:0001182,distal tapering fingers
HP:0031173,distal tibial spur
HP:0000126,distended renal pelvis
HP:0030711,distended vagina with obstructed fluid
HP:0005487,distinct metopic suture
HP:0000635,distinctive blue eyes
HP:0025514,distinctive funnel-shaped optic disc appearance
HP:0001492,distinctive iridocorneal features
HP:0030018,dminished sexual desire in female.
HP:0040322,documented observation of purple urine coloration
HP:0007006,dorsal column degeneration on imaging
HP:0007006,dorsal column degeneration symptoms
HP:0008648,dorsal urethral meatus this term is the opposite of an anteriorly displaced urethral meatus and describes a urethral meatus located at the tip of the penis
HP:0020041,double elevator palsy condition
HP:0011556,double inlet right ventricle physiology
HP:0003762,double uterus: anatomical variation in female reproductive system
HP:0010545,downbeat nystagmus on side gaze
HP:0000265,draining ear from mastoiditis
HP:0030166,drenching night sweats
HP:0002307,drooling while asleep
HP:0001664,druginduced tdp
HP:0031246,dry cough without mucus
HP:0030075,ductal carcinoma in situ
HP:0030745,ductus arteriosus aneurysm rupture risk
HP:0011592,ductus-dependent subclavian artery: left aortic arch with isolated subclavian artery
HP:0032514,duplicated lacrimal punctum
HP:0011901,dysfibrinogenemia condition
HP:0000839,dysfunctional pituitary dwarfism
HP:0100621,dysgerminoma of the ovary
HP:0005164,dysplastic pulmonary valve leaflets
HP:0005164,dysplastic pulmonary valve lesion
HP:0005164,dysplastic pulmonary valve syndrome
HP:0005575,dysregulated complementmediated hus
HP:0002356,dystonic writer's cramp
HP:0100249,dystrophic calcification of muscles
HP:0000371,earache caused by acute otitis media
HP:0000371,earache due to acute middle ear infection
HP:0006323,early deciduous tooth loss
HP:0006323,early exfoliation of primary teeth
HP:0006323,early milk tooth loss
HP:0040187,early-onset neonatal sepsis
HP:0031024,eccrine cylindroma
HP:0031405,eccrine/apocrine poroma
HP:0011711,ecg characteristic of left anterior fascicular block
HP:0025449,echocardiographic finding: apically displaced anterolateral papillary muscle
HP:0010943,echogenic bowel on ultrasound
HP:0010440,ectopic accesory toe-like appendage
HP:0011701,"ectopic atrial tachycardia, multifocal"
HP:0100768,ectopic choriocarcinoma
